 名称,许可证号,许可证有效期,地址,经营项目,经营方式,食品类型,主题类型 ,lat,lng,town
 佛山市南海区恒力小卖部,SP4406821250017401,06/11/2015,佛山市南海区狮山中恒酒店有限公司大堂内,预包装食品、散装食品、乳制品,零售, , ,23.084929,112.997501,狮山镇,中恒大道
 佛山市南海里水百盛商店,SP4406821250018041,06/18/2015,佛山市南海区里水镇草场啟明工业区自编2幢9号,预包装食品,零售, , ,23.189256,113.188551,里水镇,里广路
 佛山市南海区和顺锦花商店,SP4406821250017934,06/17/2015,佛山市南海区里水镇和顺白岗村棠白路洲表路口,预包装食品、乳制品,零售, , ,23.23634,113.14537,里水镇,棠白路
 佛山市南海五千道茶行,SP4406821250016628,06/07/2015,佛山市南海区大沥镇盐步穗盐路北3号迎海国际茶都自编B6-7号,预包装食品,批发兼零售, , ,23.097454,113.202949,大沥镇,穗盐东路
 中国石油化工股份有限公司广东佛山南海金红岗加油站,SP4406821210240207,06/11/2015,佛山市南海区小塘西太村321小塘路段,预包装食品,零售, , ,23.141263,112.946782,狮山镇,S263(广云路)
 佛山市南海区平洲夏西源翔杂货店,SP4406821250008749,04/19/2015,佛山市南海区平洲夏教市场地下30号铺,预包装食品,零售, , ,23.048476,113.16458,桂城街道,夏西大道
 佛山市南海区里水颐盛商店,SP4406821250017895,06/17/2015,佛山市南海区里水大冲忠厚村公路旁,预包装食品、乳制品,零售, , ,23.157993,113.121879,里水镇,S267(桂和路)
 佛山市南海区松岗商泽百货店,SP4406821250016693,06/07/2015,佛山市南海区松岗山南塘东新村二巷78号,预包装食品、乳制品,零售, , ,22.993015,113.155475,石湾镇街道,新基东新村二巷
 佛山市南海悦铂鑫贸易有限公司,SP4406821210016461,06/06/2015,佛山市南海区大沥镇黄岐海北新荔湾花苑荔江楼首层东1、2号铺,预包装食品,批发兼零售, , ,23.128103,113.18523,大沥镇,海北大道
 佛山市南海贵湘百货店,SP4406821250017485,06/12/2015,佛山市南海区小塘狮西华东村平安新区7号楼之一号铺,预包装食品、散装食品、乳制品,零售, , ,22.799029,113.275646,大良街道,G105(京珠线)
 佛山市南海区西樵爱国广兴杂货店,SP4406821250016513,06/06/2015,佛山市南海区西樵爱国村杏头杏丰市场13、14、15号铺,预包装食品、乳制品,零售, , ,22.943062,112.956561,西樵镇,上塱大道
 佛山市南海溢强粮油店,SP4406821250016708,06/07/2015,佛山市南海区狮山广场B座第一层内铺29号,预包装食品,零售, , ,23.126844,113.004924,狮山镇,狮城路辅路
 佛山市南海区黄岐雅嘉达副食商行,SP4406821250017942,06/17/2015,佛山市南海区大沥镇黄岐岐丰市场首层252号,预包装食品、散装食品,零售, , ,23.118224,113.182811,大沥镇,牡丹路
 佛山市南海徐琴日用百货店,SP4406821250016450,06/06/2015,佛山市南海区大沥镇黄岐建设大道1号中海金沙湾中区商业B34号铺,预包装食品,零售, , ,23.140756,113.202326,大沥镇,沙溪大道
 佛山市南海区西樵合川杂货店,SP4406821250016530,06/06/2015,佛山市南海区西樵科技工业园工业大道侧铺位,预包装食品、乳制品,零售, , ,23.168346,112.986619,狮山镇,北园东路
 佛山市南海区大沥二月花食品商行,SP4406821250016167,06/03/2015,佛山市南海区大沥镇沥东芦村新铺38号,预包装食品,批发兼零售, , ,23.108595,113.122938,大沥镇,芦村东区路
 佛山市南海区里水黄记商店,SP4406821250017469,06/12/2015,佛山市南海区里水镇白岗棠溪村广禾物流园内自编1号大楼首层B2档,预包装食品、散装食品、乳制品,零售, , ,23.232439,113.155849,里水镇,S82(佛山一环高速)
 广东济和堂药业连锁有限公司南海桂东分店,SP4406821210018641,06/24/2015,佛山市南海区桂城街道东约桂东路6号,预包装食品、乳制品,零售, , ,23.036486,113.137481,桂城街道,桂城镇东约区桂东路
 佛山市南海区九江上东湛记日杂店,SP4406821250017410,06/11/2015,佛山市南海区九江上东永红队58号(入大谷路口左边),预包装食品、乳制品,零售, , ,22.831725,113.034378,九江镇,大谷观音堂路
 佛山市南海区西樵家明百货店,SP4406821250016548,06/06/2015,佛山市南海区西樵百东村委会南便村民小组新樵丹路首层铺位,预包装食品、乳制品,零售, , ,22.956583,112.937326,西樵镇,S269
 佛山市南海区金沙新安旺林小卖部,SP4406821250016298,06/04/2015,佛山市南海区丹灶镇金沙新安开发区,预包装食品,零售, , ,23.059241,112.96138,丹灶镇,明沙北路
 佛山市南海区百家慧杂货店,SP4406821250017071,06/10/2015,佛山市南海区罗村街边石狮村十四巷9号,预包装食品、乳制品,零售, , ,23.057917,113.067036,狮山镇,南便村西街
 佛山市南海区桂城黄燕燕小卖部,SP4406821250017268,06/11/2015,佛山市南海区桂城街道桂江二中校内,预包装食品,零售, , ,23.055976,113.13001,桂城街道,南一路
 佛山市南海区松岗湘民小卖部,SP4406821250017731,06/14/2015,佛山市南海区狮山镇万石村万石大道南起第44号商铺,预包装食品、乳制品,零售, , ,23.183264,113.077169,狮山镇,万石大道
 佛山市南海区桂城米奇综合店,SP4406821250017241,06/11/2015,佛山市南海区桂城南四路西约自编2号铺,预包装食品、乳制品,零售, , ,23.022868,113.112275,祖庙街道,金鱼街
 佛山市南海区罗村金用杂货店,SP4406821250016476,06/06/2015,佛山市南海区罗村务庄大丰田（玻璃二厂右侧）,预包装食品、散装食品,零售, , ,23.039067,112.99944,狮山镇,小塘工业大道
 佛山市南海区易得利综合店,SP4406821250017233,06/11/2015,佛山市南海区桂城桂花市场水果1号铺,预包装食品,零售, , ,23.033551,113.133305,桂城街道,长堤路
 佛山市南海区大沥淘淘居文化用品店,SP4406821250016159,06/03/2015,佛山市南海区大沥镇盐步穗盐东路花地湾雍景豪园荟景台6-8座首层11号商铺,预包装食品,批发兼零售, , ,23.095887,113.194967,大沥镇,盐秀路
 佛山市南海区皇豪饼食店,SP4406821250016054,06/03/2015,佛山市南海区狮山镇松岗石碣磷星村贤集市8号,预包装食品、散装食品、乳制品,零售, , ,23.155228,113.087104,狮山镇,松岗文明西路
 佛山市南海区大沥俊亿食品商行,SP4406821250016327,06/05/2015,佛山市南海区大沥沥东芦村新铺27号之一,预包装食品,批发兼零售, , ,23.074541,113.029545,狮山镇,佳琪路
 佛山市南海区大沥宏沣食品添加剂商行,SP4406821250015910,05/31/2015,佛山市南海区大沥沥雅路8号一德名苑28栋首层C026号商铺,预包装食品,批发兼零售, , ,23.129815,113.112054,大沥镇,X513(沥雅路)
 佛山市南海区桂城素明便利店,SP4406821250017250,06/11/2015,佛山市南海区桂城南新大街2号首层商场8号间,预包装食品,零售, , ,23.03704,113.138438,桂城街道,桂城镇东约区新邨大街
 佛山市南海区西樵日记烧腊店,SP4406821250016484,06/06/2015,佛山市南海区西樵大同同生市场地下楼31号铺,散装食品,零售, , ,22.949658,112.976149,西樵镇,庆和街
 佛山市南海区罗村麦的田面包店,SP4406821250011478,05/07/2015,佛山市南海区罗村乐安乐城南区2号乐信豪庭商场1-6＃楼首层5号铺,预包装食品、散装食品、乳制品,零售, , ,23.05871,113.093995,狮山镇,南区五路
 佛山市南海区黄岐刘云祥茶叶商行,SP4406821250016610,06/07/2015,佛山市南海区黄岐凯民茶博城内C3座a11号,预包装食品、散装食品,批发兼零售, , ,23.108261,113.176171,大沥镇,广佛路
 佛山市南海区黄岐孙燕茶叶商行,SP4406821250016601,06/07/2015,佛山市南海区大沥镇黄岐凯民茶博城内B3座首层a4号,预包装食品、散装食品,批发兼零售, , ,23.112072,113.175704,大沥镇,渤海路
 佛山市南海黄普茶行,SP4406821250016142,06/03/2015,佛山市南海区大沥镇盐步穗盐路北3号迎海国际茶都自编E6-1、3号商铺,预包装食品,批发兼零售, , ,23.097454,113.202949,大沥镇,穗盐东路
 佛山市南海区九江祥华烧腊店,SP4406821250016433,06/06/2015,佛山市南海区九江镇沙头青平新村青平购物中心烧腊17号,散装食品,零售, , ,22.913975,113.021801,九江镇,清平路
 佛山市南海区里水番和商店,SP4406821250017194,06/11/2015,佛山市南海区里水镇石荣工业大道林炳垣铺第三间,预包装食品,零售, , ,23.185687,113.152634,里水镇,石荣工业路
 佛山市南海区西樵正达杂货店,SP4406821250016564,06/06/2015,佛山市南海区西樵镇解放路路边陈西樵衡峰商业街第3幢一楼301号,预包装食品,零售, , ,22.951113,112.981046,西樵镇,解放路
 佛山市南海满甲百货店,SP4406821250016677,06/07/2015,佛山市南海区狮山镇松岗文明西路32号之一首层商铺,预包装食品、乳制品,零售, , ,23.154989,113.087594,狮山镇,松岗文明西路
 佛山市南海区丹灶横江圩德利立副食杂货店,SP4406821250016280,06/04/2015,佛山市南海区丹灶镇横江圩南九街11号,预包装食品,零售, , ,23.107601,112.896823,丹灶镇,新三路
 佛山市南海隆洲百货商行,SP4406821250008521,04/19/2015,佛山市南海区桂城新佛平路75街区家天下广场C区首层麦德龙佛山南海商场正门入口处右侧01铺位,预包装食品,零售, , ,23.043812,113.147817,桂城街道,夏平西路
 佛山市南海区罗村王振兵日用百货店,SP4406821250008958,04/22/2015,佛山市南海区罗村乐安乐城一路乐城花苑3、4、5号楼首层铺位西10号之二,预包装食品,零售, , ,23.062564,113.097378,祖庙街道,乐城南二路
 佛山市南海区九江集成昌杂货店,SP4406821250009356,04/24/2015,佛山市南海区九江下西洛浦路31号,预包装食品、散装食品,零售, , ,22.836708,112.997002,九江镇,洛浦路
 佛山市南海区大沥湘记百货店,SP4406821250009119,04/22/2015,佛山市南海区大沥镇盐步河西颜边村南向80号首层之一,预包装食品、乳制品,零售, , ,23.080032,113.110661,大沥镇,点头村东向街前
 佛山市南海区大沥荣阳小卖部,SP4406821250008222,04/17/2015,佛山市南海区大沥金城小区停车场商铺,预包装食品,零售, , ,23.106881,113.134182,大沥镇,金二东路
 佛山市南海区丹灶镇匡松林烧腊档,SP4406821250009063,04/22/2015,佛山市南海区丹灶镇广丰路丹灶农贸市场91号铺,散装食品,零售, , ,23.04066,112.911657,丹灶镇,富民路
 佛山市南海区大沥寿才百货店,SP4406821250008239,04/17/2015,佛山市南海区大沥沥东豪美公寓楼下铺东排北起一号,预包装食品、乳制品,零售, , ,23.039409,113.089677,张槎街道,张槎四路
 佛山市南海区大沥东粤粮油店,SP4406821250008601,04/19/2015,佛山市南海区大沥太平大道47号,预包装食品、乳制品,零售, , ,23.106541,113.091147,大沥镇,太平大道
 佛山市南海区西樵鑫鑫米店,SP4406821250008915,04/19/2015,佛山市南海区西樵联新村铺,预包装食品,零售, , ,22.949658,112.976149,西樵镇,庆和街
 佛山市南海区西樵爱国莲香杂货店,SP4406821250008907,04/19/2015,佛山市南海区西樵爱国杏头一队,预包装食品、乳制品,零售, , ,22.945456,112.957449,西樵镇,杏头大道
 佛山市南海区狮山镇葛汉钦粮油店,SP4406821250009715,04/26/2015,佛山市南海区狮山广场B内21－22号铺,预包装食品,零售, , ,23.126844,113.004924,狮山镇,狮城路辅路
 佛山市南海区黄岐爱喜副食品经营部,SP4406821250008597,04/19/2015,佛山市南海区黄岐黄海路怡兴大道北8号,预包装食品,零售, , ,23.114003,113.181314,大沥镇,黄海路
 佛山市南海区里水维术食品店,SP4406821150193546,05/05/2014,佛山市南海区里水镇里广路176-2号,预包装食品,零售, , ,23.195946,113.16314,里水镇,太行路
 佛山市南海区西樵俊利水果商行,SP4406821250008896,04/19/2015,佛山市南海区西樵官山海北西路1号之三,预包装食品、乳制品,零售, , ,22.944692,112.975339,西樵镇,海北东路
 佛山市南海区里水坤少食品店,SP4406821250010287,04/27/2015,佛山市南海区里水镇和顺金逢路北金溪商贸城西5商铺,预包装食品、散装食品、乳制品,零售, , ,23.259514,113.126201,里水镇,金逢路
 佛山市南海区快发杂货店,SP4406821250009006,04/22/2015,佛山市南海区罗村联星旺南中路南排9号,预包装食品,零售, , ,23.054081,113.087261,祖庙街道,旺南中路
 佛山市南海区里水交心茶庄,SP4406821250010262,04/27/2015,佛山市南海区里水镇西线路北沙新市场二街6号首层,预包装食品、散装食品,零售, , ,23.188599,113.131384,里水镇,西线东路
 佛山市南海区碧清茶庄,SP4406821250011267,05/07/2015,佛山市南海区桂城平洲永安中路36号平东综合楼后边B铺,预包装食品,零售, , ,23.031512,113.20254,桂城街道,永安中路
 佛山市南海大沥颖坤百货商行,SP4406821250008484,04/18/2015,佛山市南海区大沥城南新区土名“白渠口”即新城城南一路6号的商铺,预包装食品、乳制品,零售, , ,23.108903,113.111278,大沥镇,城南一路
 佛山市南海区西樵惠叶杂货店,SP4406821250008888,04/19/2015,佛山市南海区西樵樵生市场周边21号铺,预包装食品、乳制品,零售, , ,23.098513,113.15138,大沥镇,西社新坊
 佛山市南海区永石小卖部,SP4406821250011162,05/07/2015,佛山市南海区桂城平洲平西工业区17-18号,预包装食品,零售, , ,23.031633,113.180435,桂城街道,桂平路
 佛山市南海大沥润平百货商行,SP4406821250009241,04/23/2015,佛山市南海区大沥镇盐步盐秀路1号领地海纳天河花园商铺1号,预包装食品、乳制品,零售, , ,23.090543,113.180923,大沥镇,康乐东街
 佛山市南海区兴彭发油店,SP4406821250011234,05/07/2015,佛山市南海区桂城东二新村联益坊13号,预包装食品,零售, , ,23.02919,113.145551,桂城街道,新村大道
 佛山市南海区罗村冬珠杂货店,SP4406821250009014,04/22/2015,佛山市南海区罗村联和工业区嘉禾新城西侧综合楼首层16号,预包装食品,零售, , ,23.07202,113.084253,狮山镇,联和路
 佛山市南海区里水亮旺商店,SP4406821250010254,04/27/2015,佛山市南海区里水村烧炮地工业区8号铺,预包装食品、散装食品、乳制品,零售, , ,23.00736,113.101441,石湾镇街道,南便路
 佛山市南海区西樵爱国建兴杂货店,SP4406821250008861,04/19/2015,佛山市南海区西樵爱国杏头村商铺25号,预包装食品、乳制品,零售, , ,22.958682,113.039495,南庄镇,Y005
 佛山市南海区里水黄隆商店,SP4406821250010045,04/27/2015,佛山市南海区里水镇河村西紫村,预包装食品、乳制品,批发兼零售, , ,23.180961,113.15573,里水镇,西紫西街
 佛山市南海区西樵民乐永生店,SP4406821250008853,04/19/2015,佛山市南海区西樵民乐七队路边,预包装食品、乳制品,零售, , ,22.949658,112.976149,西樵镇,庆和街
